Variantnummer,Raampercentage,Materiaal muur,Materiaal vloer,Materiaal dak,Ventilatie,Rc-muur,Rc-vloer,Rc-dak,Energie%,Energie balans,Energiepiek zomer,Energiepiek winter,Materiaal%,MPG score,Madaster Biobased,Madaster Reusable,Comfort%,Gemiddeld daglicht,Gemiddelde temperatuur,Water%,Proces%
4,27,CONCRETE WALL,CONCRETE FLOOR,STEELPLATE PROFILE,Natuurlijk,1.711454,4.170483,3.797548,17,114418.29,111699.91,-2718.37,73,80,60,80,4,231.397423,27.108789,63,71
